Word,Count,Salience,Word on Sentiment List #1: List1,Word on Sentiment List #2: List2,Word on Sentiment List #3: List3
specific,2,0.000,FALSE,FALSE,FALSE
impacted,2,0.000,FALSE,FALSE,FALSE
reefs,2,0.000,FALSE,FALSE,FALSE
#dyk,2,0.000,FALSE,FALSE,FALSE
peak,2,0.000,FALSE,FALSE,FALSE
#ongreenbelt,2,0.000,FALSE,FALSE,FALSE
video,2,0.000,FALSE,FALSE,FALSE
friends,2,0.000,FALSE,FALSE,FALSE
greenbeltca,2,0.000,FALSE,FALSE,FALSE
g20,2,0.000,FALSE,FALSE,FALSE
predictable,2,0.000,FALSE,FALSE,FALSE
innovat,2,0.000,FALSE,FALSE,FALSE
efnzjbg8fs,2,0.000,FALSE,FALSE,FALSE
marginal,2,0.000,FALSE,TRUE,FALSE
basically,2,0.000,FALSE,FALSE,FALSE
ag,2,0.000,FALSE,FALSE,FALSE
organic,2,0.000,FALSE,FALSE,FALSE
mixed,2,0.000,FALSE,FALSE,FALSE
illustrated,2,0.000,FALSE,FALSE,FALSE
mediterranean,2,0.000,FALSE,FALSE,FALSE
spain,2,0.000,FALSE,FALSE,FALSE
refer,2,0.000,FALSE,FALSE,FALSE
receive,2,0.000,FALSE,FALSE,FALSE
earth's,2,0.000,FALSE,FALSE,FALSE
sustenance,2,0.000,FALSE,FALSE,FALSE
#climateresilience,2,0.000,FALSE,FALSE,FALSE
#climateadaptation,2,0.000,FALSE,FALSE,FALSE
#climateresiliencetoolkit,2,0.000,FALSE,FALSE,FALSE
est,2,0.000,FALSE,FALSE,FALSE
m40,2,0.000,FALSE,FALSE,FALSE
#susdev2022,2,0.000,FALSE,FALSE,FALSE
#peru,2,0.000,FALSE,FALSE,FALSE
becoming,2,0.000,FALSE,FALSE,FALSE
guardians,2,0.000,FALSE,FALSE,FALSE
boosting,2,0.000,FALSE,FALSE,FALSE
forced,2,0.000,FALSE,FALSE,FALSE
migration,2,0.000,FALSE,FALSE,FALSE
women,2,0.000,FALSE,FALSE,FALSE
previous,2,0.000,FALSE,FALSE,FALSE
sections,2,0.000,FALSE,FALSE,FALSE
curious,2,0.000,FALSE,FALSE,FALSE
#journalism,2,0.000,FALSE,FALSE,FALSE
equitable,2,0.000,TRUE,FALSE,FALSE
#wordle,2,0.000,FALSE,FALSE,FALSE
questions,2,0.000,FALSE,FALSE,FALSE
revenue,2,0.000,FALSE,FALSE,FALSE
mix,2,0.000,FALSE,FALSE,FALSE
urbanization,2,0.000,FALSE,FALSE,FALSE
warmly,2,0.000,TRUE,FALSE,FALSE
invited,2,0.000,FALSE,FALSE,FALSE
#governance,2,0.000,FALSE,FALSE,FALSE
#warsaw,2,0.000,FALSE,FALSE,FALSE
#planning,2,0.000,FALSE,FALSE,FALSE
emerging,2,0.000,FALSE,FALSE,FALSE
remind,2,0.000,FALSE,FALSE,FALSE
sacha,2,0.000,FALSE,FALSE,FALSE
doing,2,0.000,FALSE,FALSE,FALSE
estuary,2,0.000,FALSE,FALSE,FALSE
valued,2,0.000,FALSE,FALSE,FALSE
assess,2,0.000,FALSE,FALSE,FALSE
grant,2,0.000,FALSE,FALSE,FALSE
vegetation,2,0.000,FALSE,FALSE,FALSE
17th,2,0.000,FALSE,FALSE,FALSE
annual,2,0.000,FALSE,FALSE,FALSE
onfarmlandtrust,2,0.000,FALSE,FALSE,FALSE
#2022farmlandforum,2,0.000,FALSE,FALSE,FALSE
24th,2,0.000,FALSE,FALSE,FALSE
discussions,2,0.000,FALSE,FALSE,FALSE
throughout,2,0.000,FALSE,FALSE,FALSE
harmoniously,2,0.000,TRUE,FALSE,FALSE
commodities,2,0.000,FALSE,FALSE,FALSE
combat,2,0.000,FALSE,FALSE,FALSE
likes,2,0.000,TRUE,FALSE,FALSE
remember,2,0.000,FALSE,FALSE,FALSE
indonesian,2,0.000,FALSE,FALSE,FALSE
faster,2,0.000,TRUE,FALSE,FALSE
love,2,0.000,TRUE,FALSE,FALSE
generation,2,0.000,FALSE,FALSE,FALSE
samuel,2,0.000,FALSE,FALSE,FALSE
argued,2,0.000,FALSE,FALSE,FALSE
permanence,2,0.000,FALSE,FALSE,FALSE
enduring,2,0.000,FALSE,FALSE,FALSE
movers,2,0.000,FALSE,FALSE,FALSE
politics,2,0.000,FALSE,FALSE,FALSE
echoes,2,0.000,FALSE,FALSE,FALSE
cautions,2,0.000,FALSE,FALSE,FALSE
reliance,2,0.000,FALSE,FALSE,FALSE
trend,2,0.000,FALSE,FALSE,FALSE
5th,2,0.000,FALSE,FALSE,FALSE
graders,2,0.000,FALSE,FALSE,FALSE
200,2,0.000,FALSE,FALSE,FALSE
spartina,2,0.000,FALSE,FALSE,FALSE
70,2,0.000,FALSE,FALSE,FALSE
grass,2,0.000,FALSE,FALSE,FALSE
students,2,0.000,FALSE,FALSE,FALSE
percent,2,0.000,FALSE,FALSE,FALSE
ecosulis,2,0.000,FALSE,FALSE,FALSE
kerrytaylorsmit,2,0.000,FALSE,FALSE,FALSE
recovery,2,0.000,TRUE,FALSE,FALSE
cmt5g2igyp,2,0.000,FALSE,FALSE,FALSE
month,2,0.000,FALSE,FALSE,FALSE
bringing,2,0.000,FALSE,FALSE,FALSE
400,2,0.000,FALSE,FALSE,FALSE
fighting,2,0.000,FALSE,FALSE,FALSE
interdisciplinarity,2,0.000,FALSE,FALSE,FALSE
spontaneous,2,0.000,TRUE,FALSE,FALSE
regrowth,2,0.000,FALSE,FALSE,FALSE
minimum,2,0.000,FALSE,FALSE,FALSE
intervention,2,0.000,FALSE,FALSE,FALSE
drawing,2,0.000,FALSE,FALSE,FALSE
force,2,0.000,FALSE,FALSE,FALSE
biodiversa3,2,0.000,FALSE,FALSE,FALSE
weds,2,0.000,FALSE,FALSE,FALSE
everybody,2,0.000,FALSE,FALSE,FALSE
wellies,2,0.000,FALSE,FALSE,FALSE
mucky,2,0.000,FALSE,FALSE,FALSE
seanhort1,2,0.000,FALSE,FALSE,FALSE
nativewoodtrust,2,0.000,FALSE,FALSE,FALSE
ecoeye,2,0.000,FALSE,FALSE,FALSE
paid,2,0.000,FALSE,FALSE,FALSE
pippa_hackett,2,0.000,FALSE,FALSE,FALSE
mcconalogue,2,0.000,FALSE,FALSE,FALSE
click,2,0.000,FALSE,FALSE,FALSE
insights,2,0.000,FALSE,FALSE,FALSE
visitors,2,0.000,FALSE,FALSE,FALSE
included,2,0.000,FALSE,FALSE,FALSE
#siencepolicy,2,0.000,FALSE,FALSE,FALSE
alternet_europe,2,0.000,FALSE,FALSE,FALSE
total,2,0.000,FALSE,FALSE,FALSE
fisheries,2,0.000,FALSE,FALSE,FALSE
brilliant,2,0.000,TRUE,FALSE,FALSE
staffsuni,2,0.000,FALSE,FALSE,FALSE
subioscience,2,0.000,FALSE,FALSE,FALSE
greenwallcentre,2,0.000,FALSE,FALSE,FALSE
closer,2,0.000,FALSE,FALSE,FALSE
links,2,0.000,FALSE,FALSE,FALSE
encourage,2,0.000,TRUE,FALSE,FALSE
greatest,2,0.000,TRUE,FALSE,FALSE
#biodiversecity,2,0.000,FALSE,FALSE,FALSE
groundhog,2,0.000,FALSE,FALSE,FALSE
matter,2,0.000,FALSE,FALSE,FALSE
follow,2,0.000,FALSE,FALSE,FALSE
oil,2,0.000,FALSE,FALSE,FALSE
drainage,2,0.000,FALSE,FALSE,FALSE
teem,2,0.000,FALSE,FALSE,FALSE
outputs,2,0.000,FALSE,FALSE,FALSE
scientific,2,0.000,FALSE,FALSE,FALSE
transformative,2,0.000,FALSE,FALSE,FALSE
#agroecology,2,0.000,FALSE,FALSE,FALSE
resilient,2,0.000,TRUE,FALSE,FALSE
stupid,2,0.000,FALSE,TRUE,FALSE
paraphrasing,2,0.000,FALSE,FALSE,FALSE
clinton,2,0.000,FALSE,FALSE,FALSE
successful,2,0.000,TRUE,FALSE,FALSE
1992,2,0.000,FALSE,FALSE,FALSE
campaign,2,0.000,FALSE,FALSE,FALSE
sars,2,0.000,FALSE,FALSE,FALSE
cov2,2,0.000,FALSE,FALSE,FALSE
pandemic,2,0.000,FALSE,FALSE,FALSE
forested,2,0.000,FALSE,FALSE,FALSE
success,2,0.000,TRUE,FALSE,FALSE
ubc,2,0.000,FALSE,FALSE,FALSE
unite,2,0.000,FALSE,FALSE,FALSE
interests,2,0.000,TRUE,FALSE,FALSE
conventional,2,0.000,FALSE,FALSE,FALSE
replaced,2,0.000,FALSE,FALSE,FALSE
#wetlandday,2,0.000,FALSE,FALSE,FALSE
egregious,2,0.000,FALSE,TRUE,FALSE
sufficiently,2,0.000,TRUE,FALSE,FALSE
acknowledged,2,0.000,FALSE,FALSE,FALSE
negotiation,2,0.000,FALSE,FALSE,FALSE
tables,2,0.000,FALSE,FALSE,FALSE
featured,2,0.000,FALSE,FALSE,FALSE
financing,2,0.000,FALSE,FALSE,FALSE
programmes,2,0.000,FALSE,FALSE,FALSE
avers,2,0.000,FALSE,FALSE,FALSE
drnilanjang,2,0.000,FALSE,FALSE,FALSE
#orfkolkata,2,0.000,FALSE,FALSE,FALSE
industries,2,0.000,FALSE,FALSE,FALSE
icri_coral_reef,2,0.000,FALSE,FALSE,FALSE
fiji,2,0.000,FALSE,FALSE,FALSE
'mapping,2,0.000,FALSE,FALSE,FALSE
caused,2,0.000,FALSE,FALSE,FALSE
antigonon,2,0.000,FALSE,FALSE,FALSE
leptopus,2,0.000,FALSE,FALSE,FALSE
caribbean,2,0.000,FALSE,FALSE,FALSE
eustatius',2,0.000,FALSE,FALSE,FALSE
jacinthaellers,2,0.000,FALSE,FALSE,FALSE
felipe,2,0.000,FALSE,FALSE,FALSE
lucia,2,0.000,FALSE,FALSE,FALSE
ufz_de,2,0.000,FALSE,FALSE,FALSE
idiv,2,0.000,FALSE,FALSE,FALSE
yess_network,2,0.000,FALSE,FALSE,FALSE
esandpeople,2,0.000,FALSE,FALSE,FALSE
methane,2,0.000,FALSE,FALSE,FALSE
recharge,2,0.000,FALSE,FALSE,FALSE
name,2,0.000,FALSE,FALSE,FALSE
hence,2,0.000,FALSE,FALSE,FALSE
preserving,2,0.000,FALSE,FALSE,FALSE
#highbartechnocrat,2,0.000,FALSE,FALSE,FALSE
#saveenvirnoment,2,0.000,FALSE,FALSE,FALSE
#saveplanet,2,0.000,FALSE,FALSE,FALSE
calling,2,0.000,FALSE,FALSE,FALSE
citzens,2,0.000,FALSE,FALSE,FALSE
#grenada,2,0.000,FALSE,FALSE,FALSE
underpin,2,0.000,FALSE,FALSE,FALSE
revered,2,0.000,FALSE,FALSE,FALSE
#naturalasset,2,0.000,FALSE,FALSE,FALSE
f,2,0.000,FALSE,FALSE,FALSE
8r0eihpjoe,2,0.000,FALSE,FALSE,FALSE
#ersa2022,2,0.000,FALSE,FALSE,FALSE
papers,2,0.000,FALSE,FALSE,FALSE
01,2,0.000,FALSE,FALSE,FALSE
quantification,2,0.000,FALSE,FALSE,FALSE
pitfalls,2,0.000,FALSE,FALSE,FALSE
convenor,2,0.000,FALSE,FALSE,FALSE
dani,2,0.000,FALSE,FALSE,FALSE
broitman,2,0.000,FALSE,FALSE,FALSE
peat,2,0.000,FALSE,FALSE,FALSE
big,2,0.000,FALSE,FALSE,FALSE
issues,2,0.000,FALSE,TRUE,FALSE
meeting,2,0.000,FALSE,FALSE,FALSE
millions,2,0.000,FALSE,FALSE,FALSE
indirect,2,0.000,FALSE,FALSE,FALSE
uis,2,0.000,FALSE,FALSE,FALSE
massive,2,0.000,FALSE,FALSE,FALSE
takes,2,0.000,FALSE,FALSE,FALSE
account,2,0.000,FALSE,FALSE,FALSE
observed,2,0.000,FALSE,FALSE,FALSE
rapidly,2,0.000,FALSE,FALSE,FALSE
postgraduate,2,0.000,FALSE,FALSE,FALSE
uolgeography,2,0.000,FALSE,FALSE,FALSE
unmanaged,2,0.000,FALSE,FALSE,FALSE
realignments,2,0.000,FALSE,FALSE,FALSE
biofortification,2,0.000,FALSE,FALSE,FALSE
chickpea,2,0.000,FALSE,FALSE,FALSE
cicer,2,0.000,FALSE,FALSE,FALSE
arietinum,2,0.000,FALSE,FALSE,FALSE
arbuscular,2,0.000,FALSE,FALSE,FALSE
mycorrhizal,2,0.000,FALSE,FALSE,FALSE
fungi,2,0.000,FALSE,FALSE,FALSE
68,2,0.000,FALSE,FALSE,FALSE
uwaterloo,2,0.000,FALSE,FALSE,FALSE
southern,2,0.000,FALSE,FALSE,FALSE
energy,2,0.000,FALSE,FALSE,FALSE
regions,2,0.000,FALSE,FALSE,FALSE
freddie_poser,2,0.000,FALSE,FALSE,FALSE
sleguil,2,0.000,FALSE,FALSE,FALSE
properly,2,0.000,TRUE,FALSE,FALSE
simply,2,0.000,FALSE,FALSE,FALSE
stormwater,2,0.000,FALSE,FALSE,FALSE
retain,2,0.000,FALSE,FALSE,FALSE
beaver,2,0.000,FALSE,FALSE,FALSE
includes,2,0.000,FALSE,FALSE,FALSE
nonprofit,2,0.000,FALSE,FALSE,FALSE
close,2,0.000,FALSE,FALSE,FALSE
levels,2,0.000,FALSE,FALSE,FALSE
anyone,2,0.000,FALSE,FALSE,FALSE
note,2,0.000,FALSE,FALSE,FALSE
removed,2,0.000,FALSE,FALSE,FALSE
hedging,2,0.000,FALSE,FALSE,FALSE
inconsequential,2,0.000,FALSE,TRUE,FALSE
hedges,2,0.000,FALSE,FALSE,FALSE
routine,2,0.000,FALSE,FALSE,FALSE
communityplann1,2,0.000,FALSE,FALSE,FALSE
necessities,2,0.000,FALSE,FALSE,FALSE
wednesday4water,2,0.000,FALSE,FALSE,FALSE
terischool,2,0.000,FALSE,FALSE,FALSE
sdsnteri,2,0.000,FALSE,FALSE,FALSE
ecoclubtsas,2,0.000,FALSE,FALSE,FALSE
perceives,2,0.000,FALSE,FALSE,FALSE
detailed,2,0.000,FALSE,FALSE,FALSE
description,2,0.000,FALSE,FALSE,FALSE
uoglcb1ckg,2,0.000,FALSE,FALSE,FALSE
pdubeybhu11,2,0.000,FALSE,FALSE,FALSE
pcabhilash1,2,0.000,FALSE,FALSE,FALSE
vcofficebhu,2,0.000,FALSE,FALSE,FALSE
bhupro,2,0.000,FALSE,FALSE,FALSE
functionally,2,0.000,FALSE,FALSE,FALSE
zone,2,0.000,FALSE,FALSE,FALSE
amazon,2,0.000,FALSE,FALSE,FALSE
frontier,2,0.000,FALSE,FALSE,FALSE
preprint,2,0.000,FALSE,FALSE,FALSE
updated,2,0.000,FALSE,FALSE,FALSE
krdjrzurtl,2,0.000,FALSE,FALSE,FALSE
#climate,2,0.000,FALSE,FALSE,FALSE
evaluation,2,0.000,FALSE,FALSE,FALSE
geraldkutney,2,0.000,FALSE,FALSE,FALSE
ا,2,0.000,FALSE,FALSE,FALSE
hydrology,2,0.000,FALSE,FALSE,FALSE
chris_rlp,2,0.000,FALSE,FALSE,FALSE
glaciers,2,0.000,FALSE,FALSE,FALSE
peruvian,2,0.000,FALSE,FALSE,FALSE
temporal,2,0.000,FALSE,FALSE,FALSE
variability,2,0.000,FALSE,FALSE,FALSE
anthropogenic,2,0.000,FALSE,FALSE,FALSE
geographies,2,0.000,FALSE,FALSE,FALSE
context,2,0.000,FALSE,FALSE,FALSE
0,2,0.000,FALSE,FALSE,FALSE
avoid,2,0.000,FALSE,FALSE,FALSE
iconic,2,0.000,FALSE,FALSE,FALSE
mediated,2,0.000,FALSE,FALSE,FALSE
generations,2,0.000,FALSE,FALSE,FALSE
compensatory,2,0.000,FALSE,FALSE,FALSE
office,2,0.000,FALSE,FALSE,FALSE
thursday,2,0.000,FALSE,FALSE,FALSE
rehab,2,0.000,FALSE,FALSE,FALSE
left,2,0.000,FALSE,FALSE,FALSE
bank,2,0.000,FALSE,FALSE,FALSE
showing,2,0.000,FALSE,FALSE,FALSE
return,2,0.000,FALSE,FALSE,FALSE
malachite,2,0.000,FALSE,FALSE,FALSE
kingfishers,2,0.000,FALSE,FALSE,FALSE
seen,2,0.000,FALSE,FALSE,FALSE
30,2,0.000,FALSE,FALSE,FALSE
#dirpcm,2,0.000,FALSE,FALSE,FALSE
wcgoveadp,2,0.000,FALSE,FALSE,FALSE
ser_byu,2,0.000,FALSE,FALSE,FALSE
#ecologicalrestoration,2,0.000,FALSE,FALSE,FALSE
#waterislife,2,0.000,FALSE,FALSE,FALSE
year's,2,0.000,FALSE,FALSE,FALSE
resolution,2,0.000,FALSE,FALSE,FALSE
36,2,0.000,FALSE,FALSE,FALSE
#cbnrm,2,0.000,FALSE,FALSE,FALSE
strategies,2,0.000,FALSE,FALSE,FALSE
reel,2,0.000,FALSE,FALSE,FALSE
temperton_vicky,2,0.000,FALSE,FALSE,FALSE
loos_jac,2,0.000,FALSE,FALSE,FALSE
leuphana,2,0.000,FALSE,FALSE,FALSE
final,2,0.000,FALSE,FALSE,FALSE
farmland,2,0.000,FALSE,FALSE,FALSE
claudia,2,0.000,FALSE,FALSE,FALSE
luca,2,0.000,FALSE,FALSE,FALSE
adaptive,2,0.000,TRUE,FALSE,FALSE
transdisciplinary,2,0.000,FALSE,FALSE,FALSE
barcelona,2,0.000,FALSE,FALSE,FALSE
ecologysociety1,2,0.000,FALSE,FALSE,FALSE
unibo,2,0.000,FALSE,FALSE,FALSE
icta_uab,2,0.000,FALSE,FALSE,FALSE
sthlmresilience,2,0.000,FALSE,FALSE,FALSE
vubrussel,2,0.000,FALSE,FALSE,FALSE
#invest,2,0.000,FALSE,FALSE,FALSE
#valuation,2,0.000,FALSE,FALSE,FALSE
#tradeoffs,2,0.000,FALSE,FALSE,FALSE
suite,2,0.000,FALSE,FALSE,FALSE
#models,2,0.000,FALSE,FALSE,FALSE
#map,2,0.000,FALSE,FALSE,FALSE
#value,2,0.000,FALSE,FALSE,FALSE
#goodsandservices,2,0.000,FALSE,FALSE,FALSE
fulfill,2,0.000,FALSE,FALSE,FALSE
natcapproject,2,0.000,FALSE,FALSE,FALSE
#eco,2,0.000,FALSE,FALSE,FALSE
#shibarmy,2,0.000,FALSE,FALSE,FALSE
quantitative,2,0.000,FALSE,FALSE,FALSE
bellbowlprairie,2,0.000,FALSE,FALSE,FALSE
positions,2,0.000,FALSE,FALSE,FALSE
ngo,2,0.000,FALSE,FALSE,FALSE
collaboration,2,0.000,FALSE,FALSE,FALSE
elenabennett,2,0.000,FALSE,FALSE,FALSE
mgemitchell,2,0.000,FALSE,FALSE,FALSE
ricschuster,2,0.000,FALSE,FALSE,FALSE
bio_diverse,2,0.000,FALSE,FALSE,FALSE
#ncp,2,0.000,FALSE,FALSE,FALSE
recognising,2,0.000,FALSE,FALSE,FALSE
scaling,2,0.000,FALSE,FALSE,FALSE
village,2,0.000,FALSE,FALSE,FALSE
vcf,2,0.000,FALSE,FALSE,FALSE
#climatejustice,2,0.000,FALSE,FALSE,FALSE
undpclimate,2,0.000,FALSE,FALSE,FALSE
nature_org,2,0.000,FALSE,FALSE,FALSE
2crazylive,2,0.000,FALSE,FALSE,FALSE
binance,2,0.000,FALSE,FALSE,FALSE
mchalmers15,2,0.000,FALSE,FALSE,FALSE
2crz,2,0.000,FALSE,FALSE,FALSE
swapleonicorn,2,0.000,FALSE,FALSE,FALSE
chainlink,2,0.000,FALSE,FALSE,FALSE
oceans,2,0.000,FALSE,FALSE,FALSE
near,2,0.000,FALSE,FALSE,FALSE
#climateregulator,2,0.000,FALSE,FALSE,FALSE
vulnerability,2,0.000,FALSE,FALSE,FALSE
dollar,2,0.000,FALSE,FALSE,FALSE
mechanism,2,0.000,FALSE,FALSE,FALSE
evidence,2,0.000,FALSE,FALSE,FALSE
concern,2,0.000,FALSE,TRUE,FALSE
main,2,0.000,FALSE,FALSE,FALSE
worked,2,0.000,TRUE,FALSE,FALSE
hamiltonnature,2,0.000,FALSE,FALSE,FALSE
expand,2,0.000,FALSE,FALSE,FALSE
realizing,2,0.000,FALSE,FALSE,FALSE
importants,2,0.000,FALSE,FALSE,FALSE
plays,2,0.000,FALSE,FALSE,FALSE
interest,2,0.000,FALSE,FALSE,FALSE
#trees,2,0.000,FALSE,FALSE,FALSE
actually,2,0.000,FALSE,FALSE,FALSE
investments,2,0.000,FALSE,FALSE,FALSE
grain,2,0.000,FALSE,FALSE,FALSE
demands,2,0.000,FALSE,FALSE,FALSE
#agtwitter,2,0.000,FALSE,FALSE,FALSE
#perennialgrains,2,0.000,FALSE,FALSE,FALSE
#regenerativeagriculture,2,0.000,FALSE,FALSE,FALSE
os,2,0.000,FALSE,FALSE,FALSE
presento,2,0.000,FALSE,FALSE,FALSE
mi,2,0.000,FALSE,FALSE,FALSE
nuevo,2,0.000,FALSE,FALSE,FALSE
retoño,2,0.000,FALSE,FALSE,FALSE
recién,2,0.000,FALSE,FALSE,FALSE
publicado,2,0.000,FALSE,FALSE,FALSE
donde,2,0.000,FALSE,FALSE,FALSE
exploramos,2,0.000,FALSE,FALSE,FALSE
relación,2,0.000,FALSE,FALSE,FALSE
entre,2,0.000,FALSE,FALSE,FALSE
#despoblación,2,0.000,FALSE,FALSE,FALSE
usos,2,0.000,FALSE,FALSE,FALSE
suelo,2,0.000,FALSE,FALSE,FALSE
provisión,2,0.000,FALSE,FALSE,FALSE
ecosistémicos,2,0.000,FALSE,FALSE,FALSE
tres,2,0.000,FALSE,FALSE,FALSE
zonas,2,0.000,FALSE,FALSE,FALSE
#aragón,2,0.000,FALSE,FALSE,FALSE
baja,2,0.000,FALSE,FALSE,FALSE
densidad,2,0.000,FALSE,FALSE,FALSE
población,2,0.000,FALSE,FALSE,FALSE
smitholiviam,2,0.000,FALSE,FALSE,FALSE
diversification,2,0.000,FALSE,FALSE,FALSE
ornithoale,2,0.000,FALSE,FALSE,FALSE
jebpowen,2,0.000,FALSE,FALSE,FALSE
birdsnbugs,2,0.000,FALSE,FALSE,FALSE
eeb_msu,2,0.000,FALSE,FALSE,FALSE
msu_ibio,2,0.000,FALSE,FALSE,FALSE
#susinterestingpaper,2,0.000,FALSE,FALSE,FALSE
implementing,2,0.000,FALSE,FALSE,FALSE
hawken,2,0.000,FALSE,FALSE,FALSE
sghawken,2,0.000,FALSE,FALSE,FALSE
homa_r86,2,0.000,FALSE,FALSE,FALSE
larry79115,2,0.000,FALSE,FALSE,FALSE
power,2,0.000,FALSE,FALSE,FALSE
heat,2,0.000,FALSE,FALSE,FALSE
engine,2,0.000,FALSE,FALSE,FALSE
introduce,2,0.000,FALSE,FALSE,FALSE
measurements,2,0.000,FALSE,FALSE,FALSE
negatives,2,0.000,FALSE,TRUE,FALSE
welfare,2,0.000,FALSE,FALSE,FALSE
objective,2,0.000,FALSE,FALSE,FALSE
corporate,2,0.000,FALSE,FALSE,FALSE
profits,2,0.000,FALSE,FALSE,FALSE
lt,2,0.000,FALSE,FALSE,FALSE
generate,2,0.000,FALSE,FALSE,FALSE
disturbances,2,0.000,FALSE,FALSE,FALSE
#eeb_msu,2,0.000,FALSE,FALSE,FALSE
tiger,2,0.000,FALSE,FALSE,FALSE
plethora,2,0.000,FALSE,FALSE,FALSE
mankind,2,0.000,FALSE,FALSE,FALSE
union,2,0.000,FALSE,FALSE,FALSE
byadavbjp,2,0.000,FALSE,FALSE,FALSE
india,2,0.000,FALSE,FALSE,FALSE
statement,2,0.000,FALSE,FALSE,FALSE
fourth,2,0.000,FALSE,FALSE,FALSE
ministerial,2,0.000,FALSE,FALSE,FALSE
#tigerconservation,2,0.000,FALSE,FALSE,FALSE
vkxwa3q73k,2,0.000,FALSE,FALSE,FALSE
honored,2,0.000,TRUE,FALSE,FALSE
distinguished,2,0.000,TRUE,FALSE,FALSE
deserved,2,0.000,FALSE,FALSE,FALSE
duke,2,0.000,FALSE,FALSE,FALSE
regenfdn,2,0.000,FALSE,FALSE,FALSE
cosmossdk,2,0.000,FALSE,FALSE,FALSE
27,2,0.000,FALSE,FALSE,FALSE
h,2,0.000,FALSE,FALSE,FALSE
speaker,2,0.000,FALSE,FALSE,FALSE
hung,2,0.000,FALSE,TRUE,FALSE
vuong,2,0.000,FALSE,FALSE,FALSE
pham,2,0.000,FALSE,FALSE,FALSE
raas,2,0.000,FALSE,FALSE,FALSE
ca',2,0.000,FALSE,FALSE,FALSE
foscari,2,0.000,FALSE,FALSE,FALSE
venice,2,0.000,FALSE,FALSE,FALSE
moderator,2,0.000,FALSE,FALSE,FALSE
guido,2,0.000,FALSE,FALSE,FALSE
rianna,2,0.000,FALSE,FALSE,FALSE
remhi,2,0.000,FALSE,FALSE,FALSE
cafoscari,2,0.000,FALSE,FALSE,FALSE
guido80r,2,0.000,FALSE,FALSE,FALSE
#wbtc1,2,0.000,FALSE,FALSE,FALSE
#conserve1,2,0.000,FALSE,FALSE,FALSE
question,2,0.000,FALSE,FALSE,FALSE
framing,2,0.000,FALSE,FALSE,FALSE
bats,2,0.000,FALSE,FALSE,FALSE
266,2,0.000,FALSE,FALSE,FALSE
virological,2,0.000,FALSE,FALSE,FALSE
precovid,2,0.000,FALSE,FALSE,FALSE
showed,2,0.000,FALSE,FALSE,FALSE
#bats,2,0.000,FALSE,FALSE,FALSE
described,2,0.000,FALSE,FALSE,FALSE
51,2,0.000,FALSE,FALSE,FALSE
generally,2,0.000,FALSE,FALSE,FALSE
disregarded,2,0.000,FALSE,FALSE,FALSE
96,2,0.000,FALSE,FALSE,FALSE
wbqvqekq3l,2,0.000,FALSE,FALSE,FALSE
opportunity,2,0.000,FALSE,FALSE,FALSE
johnfinn310,2,0.000,FALSE,FALSE,FALSE
soilguard_h2020,2,0.000,FALSE,FALSE,FALSE
teagascenviron,2,0.000,FALSE,FALSE,FALSE
closing,2,0.000,FALSE,FALSE,FALSE
28,2,0.000,FALSE,FALSE,FALSE
press,2,0.000,FALSE,FALSE,FALSE
#openaccess,2,0.000,FALSE,FALSE,FALSE
marcuslindner_,2,0.000,FALSE,FALSE,FALSE
marcpalahi,2,0.000,FALSE,FALSE,FALSE
rooting,2,0.000,FALSE,FALSE,FALSE
ajmiller4233,2,0.000,FALSE,FALSE,FALSE
december,2,0.000,FALSE,FALSE,FALSE
#worldsoilday,2,0.000,FALSE,FALSE,FALSE
quarter,2,0.000,FALSE,FALSE,FALSE
severely,2,0.000,FALSE,FALSE,FALSE
fertile,2,0.000,TRUE,FALSE,FALSE
asset,2,0.000,FALSE,FALSE,FALSE
beneath,2,0.000,FALSE,FALSE,FALSE
feet,2,0.000,FALSE,FALSE,FALSE
irreplaceable,2,0.000,TRUE,FALSE,FALSE
woodland,2,0.000,FALSE,FALSE,FALSE
investigates,2,0.000,FALSE,FALSE,FALSE
chapter,2,0.000,FALSE,FALSE,FALSE
luisa,2,0.000,FALSE,FALSE,FALSE
fontura,2,0.000,FALSE,FALSE,FALSE
's,2,0.000,FALSE,FALSE,FALSE
mainambui,2,0.000,FALSE,FALSE,FALSE
elizmadin,2,0.000,FALSE,FALSE,FALSE
dbarneche,2,0.000,FALSE,FALSE,FALSE
gamoyo,2,0.000,FALSE,FALSE,FALSE
o,2,0.000,FALSE,FALSE,FALSE
luiz,2,0.000,FALSE,FALSE,FALSE
eggertsen,2,0.000,FALSE,FALSE,FALSE
french,2,0.000,FALSE,FALSE,FALSE
#groundedinsoil,2,0.000,FALSE,FALSE,FALSE
winning,2,0.000,TRUE,FALSE,FALSE
sfi,2,0.000,FALSE,FALSE,FALSE
assistant,2,0.000,FALSE,FALSE,FALSE
soon,2,0.000,FALSE,FALSE,FALSE
pls,2,0.000,FALSE,FALSE,FALSE
rt,2,0.000,FALSE,FALSE,FALSE
